tweet,label
kiefferjason i said your name bitch so yes you fuck boy,1
rt mindatease wet pussy with no smell a mf,1
obeyjrock this is a true ride or die bitch 128175  what the fuck hahahahah,1
my teacher always says has a man ever abused his wife while using marijuana not unless she hides the oreo cookies then she deserves it,2
these bitches irritating,1
you right fam rt pufntrees 202sole jus peeped ur tlcmon sonlook at emhe a bitch,1
sexyrexy25 98 civic lx stick green with shitty paint on some beaner ass wheels with 180k miles no ac and no insurance hows that,1
rt rbksteviej i love a bitch wit sum nice teeth n lips128524,1
bitch u guessed it,1
wodaeeex3 keonamoore nun of ya bidness bitch,1
rt ybejeff when you ate the pussy but yeen think she was gone tell anybody128555128555 ,1
iamkingrico nah i would never ask a guy to ride down on a chick what is the use of getting him in trouble for a trashass bitch,1
you all hoes do not need a valentine  you all need jesus,1
rt tastesweettay this bitch just blew my high 128514128514128514128514128514,1
crazy ass rt darealquitam i been acting so mean ratchet and ghetto i crack myself up,1
kingdomminded lostb0y fuck off my pussy boi bitch,1
rt monroedoll who got time to be having dem hoes that is aint wassup no more,1
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies i hope dat bitch dying slow right now,1
fly nicca no parachute,1
so now he wanna lie  128514128557 he is a fuccing joke 9995128564 ajay gotta whole bitch but oml trynna argue wit me  shit like fir what boi ,1
you know im not even gonna respond to that but i know the real you bitch,1
i should be in jail it is a crime hoe i kill these beats,1
rt thexbone twitch plays call of duty enter trash talk in the chat the autoaim will do the rest,2
lmfao u sloth trinidad james with a relaxer lookin ass bitchflowybri i hate niggers imma start talking to white boys,1
this nigga 80sbaby4life gotta weird gay shoe fetish i am sick of you all letting this island nigger slide ,1
"yet you will not tag anthonycumia 
what a pussy
gus802 cripes what a loser ",1
i would not be acting like a crazy bitch if you just told me what the hell goes on in your head,1
rt joshuaxallen tbt halloween 2011 a spoopy hoe and her pimp daddy ,1
allyhaaaaa lemmie eat a oreo  do these dishes one oreo lol,2
ramaxe1965 dubya hates todays teabagger movement,2
step up and take your oppurtunity freshfaces iubb hoosiers,2
why you should not eat pussy unless you love her ,1
you am not squad lil bitch,1
if the only thing she talks about is her eyebrows she got forest pussy,1
look at this bitch feet how is she high fashion cuh ,1
breeolson gingerbeard66 your a nasty nigger whore,0
"rt cloydrivers roses are red
camo is green
trick or treat bitches
happy halloween
merica",1
rt guwopp1017 bullying does not existbitch ass people exist if you do not stand the fuck up for yourself  stop being a pussy,1
i spend my money on weed clothes n food not hoes,1
ugh that crazy bitch in the crucible smh,1
jets trash,2
airam12 i was like this bitch better chill oh hey maria128514128514128514,1
lima fears change but yet wants to bitch about how much it sucks 128529,1
i hate when bitches post pictures with other cute bitches and do not tag em in it that is low key very selfish as fuck,1
"rt femshaveballz lol at my mentions 

liberal1 you are a racist bitch

liberal2 yeah kill all whites

liberal1 is white

liberal1 not8230",1
yaboysloth you pissing in my trash can again,1
rt kevantee hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad 128514128514128514 want a cookie,1
128540128583128582 i hate ya bitch ass,1
bitch ass nigga be hating on black women uncle tom bitch punk,0
rt bryceserna do not be a pussy grab the booty love the booty appreciate the booty,1
rt thevibeking i did not go wrong when i started talking to you i went wrong when i trusted your bitch ass,1
wyattnuckels grizzboadams bitch i want it all,1
rt ketaminestalin if a single wasp could read these waspfacts tweets there could be a peace treaty between wasps and man but wasps are 8230,2
"8220isadore911 vernnotice what about the doc8221

he is a pussy he am not going anywhere",1
rt thebloodshow why all these hoes be wearin flowers around they head i hope a bee sting they ass,1
victorrico3 no i do not fuck with those hoes ask paco he does,1
they hating on you because they know you bad must be doing something right  if you got these bitches mad,1
rt liberalphenom who on gzs defense team is paying media to trash the prosecution constantly thomasaroberts,2
beanies cumming real soon ,2
video on the record charlie baker ,2
yankees damn you directtv blackout the yankee game with a freaking walk off you are killing me satellite douche,2
label me a hoe,1
8220highclasscapri whatevaittakes ohhhhh yes bitch yesss8221u ready t128527128520,1
i would love to give this bitch some act right juice lol,1
rt whitneynocrack die slow bitch thotcho that8217s whitneynocrack rt tonestradamus scary accurate ,1
justinmiculka01 edgarguillenjr blakeanderson21 joclark6 daltonryann cjjsanchez delaochris quit being a bitch,1
ceeross shoulda told her yeah if i can take you home for pussy lol,1
nigga this bitch is scaring me pass me the blunt 128514128514,1
i missing something of my ofay friends day all scared by da recent happenings do not chu worryol lamar say you like da colored folk,0
rt ilovebamf like no bitch you did not make the cut128075128129,1
i got money and hoes money and hoes,1
i wish ppl would learn how tf to stay out my business i am a grown ass man  i go where i please  mind your damn business bitch,1
rt xthemaddhatter 9 10 now you are having my twins rt polierburrr 7 8 get that pussy ate rt rt r0seaddams you 128298 8230,1
kimw16 so she is retarded,1
"rt itsgirllcode reasons to be a mermaid

 no periods
 no pants
 perfect hair
 u get to lure men into their death

also free clam bra",2
rt officialamiyah cheers to you you stupid bitch ,1
missarahd basedpapi1017 tranny,2
tomcrean ill scream from france for you tom iu iubb hoosiers creanandcrimson,2
see i told you all nikko was holding her ass up that bitch am not got no upper body strength,1
creoleblood highclasscapri verkannt like what u bitches wantttt dmx voice128553128553128553,1
rt garnettujl hoes will be hoes,1
pisses me off so much when brett screams fag or whore out the window at people,1
rt jusabadgirl nothing i hate more than a sneaky bitch,1
rt goldenbella if a bitch could be okay with fucking a man knowing he has a girl she is a hoe that is it,1
princesshil21 if you hate men so much why you trying to look like one stupid little cunt,1
omg 9 more days  in exactly a week i will be in vegas bitches  edclv ,1
rt rawstongeorge 8220distilled9water wizzyjr  1285571285571285571285571285571285578221 bitch gotta die 10000 deaths 1285341285578221 128557128557128557128557128557128557128557 gtfoh,1
kevinthegee ok i just wanted to know bitch at 520 if you are not here i am out,1
do not be no bitch  not speak when i initiate a friendly hello,1
a 4 jesus take me now rt richhomiejuan ayylaughing my ass offanod bitch you go for a 4 and mc donalds fuck out the spot,1
beautifulkeezy yess bitch messyyy,1
cameronast lanahudsonnn are u fucking still talking bitch i wanna see that i do not give a fuck about your ugly ass girlfriend son,1
8220leelucas 100046729 lol  be cool son you know your grandma bald mouth8221she got all her teeth hoe 128514128514,1
deeznutsdoe you dirty little bitch,1
tdwp327 practically anything that8217s colored red often contain red pigments extracted from the female coccus costa or cochineal insect,2
rt librarianknight more queer lady templars that is my point,0
redron100 but when its the same method other colonial states employed france england they dont get to bitch when its their playbook,1
nigga retweets the most trash shit,1
rt kissmybeautyy i would rather argue  make up 128536 then fight 128074128165128162  break up  127939128131999665039cause 128166 thirsty bitches 128111 love to see happy 128522127969 homes fuc8230,1
the ghetto hoes love feeling a nigga abs ya heard me,1
rt caymarieee i love my bffl she do not even smoke but for my bday bitch gone b turntttt fa me 128153128520,1
rt chelleeee been trynna catch up witchu pussy 128299,1
rt isoldyodaddrugs i hate when people take a picture128247 and be like  do not mind the background  9995 nah bitch imma mind 128563,1
rt marvelmaliks 1dnipples you little stupid ass bitch i aint fucking with you,1
jalenhendricks4 hoes saying eyebrows on fleek  search it on twitter,1
best rider that goes to a blaxican,2
i wanna be someones bitch ass boyfriend right now  but that just me head playin games on ya boi,1
one of the biggest arrests of a loudmouth bitch was reesewitherspoon so why a nigga gotta act like a whitebitch to the police,1
yo bitch on the horn tryna shoot a porn  kingl that is t shirt worthy tony,1
127850 rt mssadaclay i love salad rt8220vianawf anyway fuck you hoes eat a salad8221,1
rt nowthatsfresh your girls hoe friends gonna gas her to cheat on you a tall nigga with abs start stroking on her in the club  they 8230,1
rt urkindofbrand vote or die bitches,1
my dads friend was telling my dad and i about how he got some good pussy last night and how she was a good lay it was a real bummer,1
i hate a do not get shit done ass nigguh,1
i woke up like thi bitch go back to bed,1
rt tmadisonx a hoe ass nigga will never change,1
faux noise pundits do not like duck molester proslavery racist homophobic teabagger darling phil robertson either ,0
rt dfcuknawesum kirk am not nothing but a bitch lovehiphop,1
you do not have to say it you showed yaself rt uptownraised bitch nobody said i did now shut the fuck up that fat made you retarded vofd,1
cannot have a bitch with no future or goals i love kids but if you are not a parent first i cannot deal with you,1
socass dude remember this wop video 00sexilexi00  omg where did you find that,2
"rt neomd71 bizarre sports week in cle

browns win a game that felt like a lossfailed exbrowns qbs duel each other and cavs lose ho8230",2
rt nikowavy if you know yo pussy smells like death why tf would you sit there an let a nigga finger you bitches have no shame man,1
rt jayreidofficial check out joy and pain my nicca imyungjay mme1636 blackkingz ,1
truth rt notashley david is the charlie brown of scandal,2
you ask me about 2014 i amma make dat bitch my bitch,1
fuck ass redskin corners,0
